State;Year;valore_educazione;valore_poverta;violent_crime;population;violent_crime_rate;valore_urb;valore_disoc;valore_gini
Nevada;2009;80.66;13.0;18636.0;2649704;703.323842965101;91.5;11.075;0.4300
New Hampshire;2009;87.41;7.8;1967.0;1379703;142.56691476353967;59.3;6.05;0.4300
New Jersey;2009;82.07;9.3;27104.0;8761163;309.3653205630348;94.4;8.833;0.4700
New Mexico;2009;78.85;19.3;12217.0;2016615;605.8171738284204;75.0;7.05;0.4500
New York;2009;79.06;15.8;74973.0;21490710;348.8623689026561;87.5;8.383;0.5000
North Carolina;2009;78.14;16.9;36545.0;9421855;387.8747868652192;60.2;10.792;0.4600
North Dakota;2009;83.86;10.9;1443.0;664127;217.27771947232984;55.9;3.875;0.4500
Ohio;2009;82.97;13.3;36669.0;11775714;311.39513069016454;77.4;10.217;0.4500
Oklahoma;2009;80.61;12.9;18536.0;3746223;494.7916875210045;65.3;6.517;0.4600
Oregon;2009;85.13;13.4;9914.0;3880842;255.4600264581758;78.7;10.633;0.4400
Pennsylvania;2009;81.9;11.1;47970.0;13188116;363.73656403992806;77.1;8.017;0.4600
Rhode Island;2009;77.96;13.0;2678.0;1059442;252.774573785068;90.9;11.167;0.4600
South Carolina;2009;76.34;13.7;30673.0;4587263;668.6557975856191;60.5;10.967;0.4600
South Dakota;2009;84.57;14.1;1535.0;842057;182.2916975929183;51.9;4.6;0.4500
Tennessee;2009;75.92;16.5;41933.0;6312287;664.3075639621583;63.6;10.383;0.4700
Texas;2009;75.65;17.3;121594.0;24855177;489.2099541274641;82.5;7.592;0.4700
Utah;2009;87.73;9.7;5947.0;2893460;205.5324766888085;88.2;7.625;0.4100
Vermont;2009;86.42;9.4;832.0;631334;131.78444373342796;38.2;6.517;0.4300
Virginia;2009;81.47;10.7;18130.0;7889510;229.79880879801152;73.0;6.767;0.4600
Washington;2009;87.08;11.7;21880.0;6696694;326.7283826915192;82.0;9.042;0.4400
West Virginia;2009;75.21;15.8;5053.0;1832215;275.78641152921466;46.1;7.975;0.4600
Wisconsin;2009;85.09;10.8;14599.0;5726929;254.91847375792503;68.3;8.833;0.4300
Wyoming;2009;87.86;9.2;1183.0;551287;214.5887713659129;65.1;6.283;0.4200
Alabama;2010;81.83;17.2;15744.0;4792630;328.50439111719453;59.0;10.375;0.4700
Alaska;2010;89.6;12.5;4512.0;711456;634.1924166779112;66.0;7.992;0.4200
Arizona;2010;84.91;18.8;25809.0;6404623;402.974538860445;89.8;10.358;0.4600
Arkansas;2010;82.48;15.3;14224.0;2941161;483.61854383354057;56.2;7.833;0.4600
California;2010;80.98;16.3;164064.0;37346022;439.3078331073655;95.0;12.317;0.4700
Colorado;2010;89.04;12.3;16634.0;5067746;328.2327093741478;86.2;9.142;0.4600
Connecticut;2010;88.28;8.6;10082.0;3665941;275.018064938852;88.0;9.492;0.4900
Delaware;2010;86.74;12.2;5607.0;914390;613.1956823674799;83.3;8.3;0.4400
District of Columbia;2010;87.49;19.5;8026.0;601723;1333.8363333294556;100.0;9.775;0.5300
Florida;2010;84.98;16.0;101909.0;18910325;538.9066554911141;91.2;11.25;0.4700
Georgia;2010;83.61;18.8;37814.0;9752532;387.7352055855853;75.1;10.383;0.4700
Hawaii;2010;90.28;12.4;3603.0;1479842;243.47193822043164;91.9;6.7;0.4300
Idaho;2010;87.75;13.8;3446.0;1622423;212.39836959905028;70.6;9.125;0.4300
Illinois;2010;86.63;14.1;55870.0;12888247;433.4957267656338;88.5;10.392;0.4700
Indiana;2010;86.08;16.3;19991.0;6494899;307.79539450882913;72.4;9.975;0.4400
Iowa;2010;90.11;10.3;7957.0;3072601;258.9662634360921;64.0;6.092;0.4300
Kansas;2010;88.68;14.5;10461.0;2937014;356.1780774623478;74.2;6.942;0.4500
Kentucky;2010;82.06;17.7;10321.0;4376436;235.83116490221724;58.4;10.283;0.4700
Louisiana;2010;81.35;21.5;24148.0;4607610;524.0894954217046;73.2;7.433;0.4800
Maine;2010;89.92;12.6;1622.0;1370677;118.33568375335692;38.7;8.35;0.4400
Maryland;2010;87.81;10.9;31607.0;5949764;531.231154714708;87.2;7.767;0.4400
Massachusetts;2010;88.98;10.9;30595.0;6559003;466.45808821859055;92.0;8.1;0.4800
Michigan;2010;88.21;15.7;48155.0;10307062;467.2039423067408;74.6;12.742;0.4500
Minnesota;2010;91.16;10.8;12819.0;5507486;232.75592529876607;73.3;7.367;0.4400
Mississippi;2010;80.82;22.5;6649.0;2968683;223.97137046966617;49.4;10.125;0.4700
Missouri;2010;86.48;15.0;27278.0;6031691;452.2446524531844;70.4;9.417;0.4600
Montana;2010;90.77;14.5;2682.0;1055270;254.1529655917443;55.9;7.15;0.4400
Nebraska;2010;89.88;10.2;4969.0;1891354;262.7218384289773;73.1;4.642;0.4300
Nevada;2010;83.89;16.6;18126.0;2707228;669.5409474192791;94.2;13.25;0.4500
New Hampshire;2010;91.44;6.5;2079.0;1372270;151.50079794792572;60.3;6.058;0.4300
New Jersey;2010;87.85;11.1;27012.0;8852833;305.1226652530325;94.7;9.667;0.4600
New Mexico;2010;82.55;18.3;11992.0;2062883;581.3223532308909;77.4;7.817;0.4600
New York;2010;84.9;16.0;75797.0;21307462;355.72983774416684;87.9;8.733;0.5000
North Carolina;2010;84.31;17.4;32449.0;9580821;338.68704988852204;66.1;10.8;0.4600
North Dakota;2010;90.49;12.6;1506.0;691502;217.78678875838392;59.9;3.658;0.4300
Ohio;2010;87.52;15.4;34363.0;11759004;292.2271308012141;77.9;9.992;0.4500
Oklahoma;2010;85.57;16.3;17994.0;3815410;471.6137977307813;66.2;6.442;0.4500
Oregon;2010;88.73;14.3;9549.0;3889074;245.53402686603548;81.0;10.558;0.4500
Pennsylvania;2010;88.16;12.2;46302.0;13292628;348.3284118084099;78.7;8.117;0.4600
Rhode Island;2010;84.32;14.0;2709.0;1058992;255.8092978983788;90.7;11.617;0.4700
South Carolina;2010;83.59;16.9;28027.0;4649536;602.791332296384;66.3;11.083;0.4600
South Dakota;2010;88.51;13.6;2007.0;844743;237.58705310372503;56.7;4.858;0.4400
Tennessee;2010;83.59;16.7;38895.0;6357852;611.7632181434863;66.4;9.8;0.4700
Texas;2010;80.6;18.4;113086.0;25218692;448.4213534944635;84.7;8.25;0.4700
Utah;2010;89.76;10.0;5865.0;2864017;204.78230401565355;90.6;8.258;0.4200
Vermont;2010;91.0;10.8;807.0;635311;127.02440222190393;38.9;6.208;0.4400
Virginia;2010;86.59;10.7;17178.0;8007795;214.51598099102185;75.5;6.808;0.4600
Washington;2010;88.84;11.6;20959.0;6762781;309.91688182716547;84.1;9.992;0.4400
West Virginia;2010;83.27;16.8;4773.0;1866447;255.72652210322607;48.7;8.4;0.4500
Wisconsin;2010;89.67;10.1;14074.0;5774410;243.73052831371515;70.2;8.417;0.4300
Wyoming;2010;91.17;9.6;1107.0;570473;194.04949927516287;64.8;6.875;0.4200
Alabama;2011;82.65;15.4;19666.0;4815348;408.4024664468695;59.0;9.558;0.4700
Alaska;2011;90.3;11.7;4392.0;725910;605.0336818613878;66.0;7.608;0.4100
Arizona;2011;85.07;17.2;26720.0;6501532;410.98005823858136;89.8;9.5;0.4600
Arkansas;2011;83.89;18.7;13986.0;2963414;471.9556565501816;56.2;7.883;0.4700
California;2011;81.53;16.9;154868.0;37819249;409.495175327252;95.0;11.733;0.4800
Colorado;2011;89.41;13.2;15911.0;5155993;308.5923506878307;86.2;8.692;0.4600
Connecticut;2011;88.67;10.1;9889.0;3672721;269.25541036196324;88.0;9.008;0.4900
Delaware;2011;86.58;13.7;5144.0;923759;556.8551970806238;83.3;7.433;0.4400
District of Columbia;2011;87.5;19.9;7433.0;617996;1202.7585939067567;100.0;10.083;0.5300
Florida;2011;85.47;14.9;98171.0;19173658;512.0097583883054;91.2;10.183;0.4800
Georgia;2011;83.63;18.4;35933.0;9880945;363.6595487577352;75.1;10.033;0.4800
Hawaii;2011;90.51;12.1;3465.0;1495625;231.6757208524864;91.9;6.708;0.4300
Idaho;2011;86.94;15.7;3171.0;1640433;193.30262192969784;70.6;8.442;0.4300
Illinois;2011;86.93;14.2;53579.0;12923112;414.5982794237177;88.5;9.767;0.4700
Indiana;2011;86.53;15.6;20177.0;6528075;309.0803950628631;72.4;8.908;0.4500
Iowa;2011;90.23;10.4;7645.0;3088691;247.5158570410572;64.0;5.583;0.4300
Kansas;2011;89.49;14.3;10068.0;2955412;340.6631630378438;74.2;6.35;0.4400
Kentucky;2011;83.24;16.0;10350.0;4407173;234.8444229441413;58.4;9.375;0.4700
Louisiana;2011;82.08;21.1;23905.0;4648451;514.2573300224096;73.2;7.342;0.4800
Maine;2011;90.64;13.4;1637.0;1370501;119.4453707075004;38.7;7.775;0.4500
Maryland;2011;88.9;9.3;28800.0;6006169;479.506986899636;87.2;7.283;0.4500
Massachusetts;2011;89.12;10.6;27725.0;6598979;420.1407520769501;92.0;7.233;0.4800
Michigan;2011;88.29;15.0;43556.0;10359533;420.4436628562311;74.6;10.142;0.4600
Minnesota;2011;91.39;10.0;12261.0;5553912;220.7633106178132;73.3;6.575;0.4400
Mississippi;2011;81.07;17.4;6303.0;2979903;211.5169520618624;49.4;9.8;0.4700
Missouri;2011;87.24;15.4;26871.0;6053701;443.8772248579836;70.4;8.575;0.4600
Montana;2011;91.72;16.5;2717.0;1064639;255.20387661921083;55.9;6.625;0.4400
Nebraska;2011;90.52;10.2;4564.0;1908232;239.1742723107044;73.1;4.367;0.4500
Nevada;2011;83.38;15.5;14869.0;2730056;544.6408425321679;94.2;12.983;0.4500
New Hampshire;2011;91.11;7.6;2352.0;1371698;171.46631401372605;60.3;5.492;0.4300
New Jersey;2011;87.97;11.4;27118.0;8878183;305.44538223643286;94.7;9.4;0.4700
New Mexico;2011;82.57;22.2;11740.0;2085969;562.807980367877;77.4;7.217;0.4800
New York;2011;85.03;16.0;77301.0;21413705;360.98844174793663;87.9;8.358;0.5000
North Carolina;2011;84.48;15.4;32432.0;9699207;334.3778517150938;66.1;10.35;0.4700
North Dakota;2011;90.7;9.9;1641.0;703813;233.1585236419333;59.9;3.342;0.4400
Ohio;2011;87.8;15.1;33618.0;11753515;286.025074201207;77.9;8.758;0.4600
Oklahoma;2011;85.62;13.9;17312.0;3854076;449.1867830317824;66.2;5.567;0.4600
Oregon;2011;88.81;14.4;9584.0;3933412;243.656143826276;81.0;9.458;0.4600
Pennsylvania;2011;88.33;12.6;45990.0;13333505;344.920559147801;78.7;7.7;0.4600
Rhode Island;2011;85.32;13.4;2586.0;1057719;244.4883754569976;90.7;11.1;0.4700
South Carolina;2011;83.88;19.0;27814.0;4704025;591.2808711688394;66.3;10.358;0.4600
South Dakota;2011;89.62;14.5;1967.0;857332;229.4327051830563;56.7;4.558;0.4300
Tennessee;2011;84.45;16.3;38921.0;6417953;606.4394675373909;66.4;9.042;0.4800
Texas;2011;81.04;17.4;104643.0;25756300;406.28118169146967;84.7;8.033;0.4800
Utah;2011;89.89;11.0;5485.0;2947790;186.0715994015856;90.6;7.217;0.4200
Vermont;2011;91.77;11.6;914.0;636012;143.70798035257198;38.9;5.4;0.4300
Virginia;2011;87.79;11.4;16009.0;8103947;197.5457144524761;75.5;6.283;0.4600
Washington;2011;90.01;12.5;19943.0;6868877;290.3385808189606;84.1;9.433;0.4400
West Virginia;2011;84.19;17.5;4909.0;1868831;262.6775775872725;48.7;7.708;0.4700
Wisconsin;2011;89.93;13.1;14152.0;5802912;243.8775566474212;70.2;7.55;0.4400
Wyoming;2011;91.36;10.7;1226.0;575060;213.19514485445;64.8;6.067;0.4100
Alabama;2012;83.89;16.2;21148.0;4834334;437.454259469867;59.0;8.175;0.4700
Alaska;2012;91.89;10.0;4387.0;735190;596.7164950556999;66.0;7.133;0.4200
Arizona;2012;85.26;19.0;27691.0;6572455;421.3189744167134;89.8;8.392;0.4600
Arkansas;2012;84.81;20.1;13656.0;2981157;458.0771827850731;56.2;7.258;0.4600
California;2012;82.03;15.9;160884.0;38183375;421.3456772744682;95.0;10.392;0.4800
Colorado;2012;89.88;11.9;15748.0;5227884;301.2308612815433;86.2;7.992;0.4600
Connecticut;2012;89.62;10.3;10209.0;3682267;277.24768464644194;88.0;8.383;0.4900
Delaware;2012;88.42;13.5;5048.0;933909;540.5237555265021;83.3;6.958;0.4400
District of Columbia;2012;88.6;18.4;7866.0;632323;1243.984482614107;100.0;8.958;0.5300
Florida;2012;86.17;15.3;93961.0;19434305;483.4801141589576;91.2;8.675;0.4800
Georgia;2012;84.55;18.1;37066.0;9986384;371.1653787797465;75.1;9.042;0.4800
Hawaii;2012;90.56;13.8;3378.0;1514307;223.0723360586724;91.9;5.808;0.4300
Idaho;2012;89.74;14.4;3344.0;1651515;202.48075252117;70.6;7.525;0.4300
Illinois;2012;87.38;12.6;51873.0;12934012;401.058851654073;88.5;9.033;0.4700
Indiana;2012;87.52;15.2;21368.0;6548541;326.3016907124809;72.4;8.217;0.4400
Iowa;2012;91.19;10.3;7788.0;3098112;251.37890431333665;64.0;5.008;0.4300
Kansas;2012;89.63;14.0;10248.0;2971399;344.8880476839361;74.2;5.683;0.4500
Kentucky;2012;84.03;17.9;9672.0;4413259;219.15776980231607;58.4;8.192;0.4700
Louisiana;2012;82.6;21.1;21802.0;4674734;466.3794774205334;73.2;6.717;0.4900
Maine;2012;91.26;12.8;1626.0;1373153;118.413607223667;38.7;7.208;0.4500
Maryland;2012;88.92;9.9;28085.0;6067471;462.8781909299608;87.2;6.867;0.4500
Massachusetts;2012;89.69;11.3;26586.0;6657600;399.33309300648887;92.0;6.7;0.4800
Michigan;2012;88.78;13.7;44491.0;10366035;429.1997856461029;74.6;9.067;0.4600
Minnesota;2012;91.85;10.0;12744.0;5591233;227.9282584002491;73.3;5.658;0.4400
Mississippi;2012;82.27;22.0;6073.0;2986296;203.3622922844889;49.4;8.825;0.4900
Missouri;2012;87.77;15.2;27140.0;6064498;447.52261440270905;70.4;7.142;0.4600
Montana;2012;87.44;13.4;2773.0;1071788;258.7265392036485;55.9;5.783;0.4500
Nebraska;2012;90.1;12.2;4692.0;1924282;243.83120561331447;73.1;3.917;0.4300
Nevada;2012;84.17;15.8;16762.0;2765739;606.058633876877;94.2;11.533;0.4500
New Hampshire;2012;91.54;8.1;2304.0;1372484;167.87080942291496;60.3;5.475;0.4300
New Jersey;2012;88.3;9.3;25686.0;8925939;287.7680432277209;94.7;9.45;0.4700
New Mexico;2012;84.31;20.4;11392.0;2089244;545.2690063965721;77.4;6.95;0.4700
New York;2012;85.52;17.2;79315.0;21525230;368.4745761137047;87.9;8.65;0.5000
North Carolina;2012;84.94;17.2;33748.0;9794736;344.5524208105252;66.1;9.6;0.4700
North Dakota;2012;91.62;11.4;1691.0;724363;233.44649022658527;59.9;2.942;0.4600
Ohio;2012;88.36;15.4;33412.0;11695268;285.6881945757891;77.9;7.392;0.4600
Oklahoma;2012;86.66;18.0;18061.0;3877002;465.8496436163819;66.2;5.075;0.4600
Oregon;2012;89.61;13.5;9547.0;3961014;241.0241417980345;81.0;8.708;0.4600
Pennsylvania;2012;88.68;13.9;45364.0;13468600;336.81303179246544;78.7;7.583;0.4600
Rhode Island;2012;86.45;13.6;2657.0;1056691;251.44531371990487;90.7;10.3;0.4600
South Carolina;2012;84.77;16.7;26342.0;4750466;554.5140203087444;66.3;9.033;0.4700
South Dakota;2012;90.4;12.8;2569.0;865800;296.7197967197967;56.7;4.017;0.4300
Tennessee;2012;85.39;18.6;41129.0;6472025;635.4888925799885;66.4;7.925;0.4700
Texas;2012;81.51;17.0;106318.0;26143479;406.6712008757518;84.7;6.708;0.4800
Utah;2012;90.39;11.0;5790.0;3054116;189.58022550551453;90.6;4.758;0.4200
Vermont;2012;91.47;11.2;875.0;635566;137.6725627236196;38.9;4.783;0.4400
Virginia;2012;87.98;10.6;15660.0;8193139;191.1355342561624;75.5;5.817;0.4700
Washington;2012;89.64;11.6;20226.0;6937277;291.55531774210544;84.1;8.442;0.4500
West Virginia;2012;84.71;16.7;5419.0;1868841;289.965813035994;48.7;7.2;0.4600
Wisconsin;2012;90.28;11.4;16083.0;5824355;276.1335804565484;70.2;6.917;0.4400
Wyoming;2012;91.6;9.6;1127.0;584176;192.9213113856098;64.8;5.442;0.4200
Alabama;2013;84.23;18.5;19725.0;4845981;407.0383272241472;59.0;7.358;0.4800
Alaska;2013;89.78;9.7;4681.0;739005;633.4192596802457;66.0;6.925;0.4100
Arizona;2013;85.39;17.8;26439.0;6646289;397.8009382378648;89.8;7.842;0.4700
Arkansas;2013;84.63;13.9;13111.0;2984729;439.2693608029406;56.2;7.042;0.4700
California;2013;82.31;15.1;151851.0;38498377;394.43480955054287;95.0;9.025;0.4900
Colorado;2013;89.7;10.7;15887.0;5308236;299.28963218666235;86.2;6.725;0.4600
Connecticut;2013;89.38;10.9;9337.0;3687931;253.17718796799616;88.0;7.95;0.5000
Delaware;2013;86.99;11.2;4633.0;941932;491.8614082545237;83.3;6.533;0.4500
District of Columbia;2013;89.9;23.2;8415.0;646449;1301.7268183569006;100.0;8.417;0.5300
Florida;2013;86.39;14.8;91692.0;19672665;466.0883515273604;91.2;7.517;0.4800
Georgia;2013;85.02;18.5;35841.0;10059139;356.30286051321093;75.1;8.133;0.4800
Hawaii;2013;91.04;10.6;2235.0;1527273;146.33925958227508;91.9;4.717;0.4400
Idaho;2013;88.97;12.4;3436.0;1668485;205.93532456090404;70.6;6.9;0.4400
Illinois;2013;87.62;13.6;50086.0;12940590;387.0457220265846;88.5;9.075;0.4800
Indiana;2013;86.97;16.5;21872.0;6582010;332.2997078400063;72.4;7.508;0.4600
Iowa;2013;91.55;13.2;8064.0;3114347;258.9306843457072;64.0;4.725;0.4400
Kansas;2013;90.05;11.4;9687.0;2982300;324.8164168594709;74.2;5.317;0.4600
Kentucky;2013;84.28;22.0;9217.0;4430595;208.0307498202837;58.4;7.917;0.4700
Louisiana;2013;82.58;21.2;22899.0;4697384;487.4840975317325;73.2;6.375;0.4900
Maine;2013;91.43;11.4;1666.0;1374487;121.20885828676444;38.7;6.683;0.4500
Maryland;2013;89.0;10.5;27155.0;6114548;444.1047809257528;87.2;6.567;0.4600
Massachusetts;2013;89.82;12.1;26765.0;6704173;399.2289578446141;92.0;6.658;0.4800
Michigan;2013;88.95;12.7;44037.0;10384874;424.0494395984005;74.6;8.733;0.4600
Minnesota;2013;91.76;11.0;12695.0;5648628;224.7448406940588;73.3;5.042;0.4500
Mississippi;2013;82.23;19.1;5564.0;2992553;185.9282024411932;49.4;8.492;0.4800
Missouri;2013;88.48;17.5;26200.0;6092552;430.0332602823906;70.4;6.758;0.4600
Montana;2013;92.69;10.5;2842.0;1078577;263.4953276400294;55.9;5.3;0.4600
Nebraska;2013;89.82;10.5;4680.0;1936716;241.6461680494197;73.1;3.717;0.4400
Nevada;2013;84.54;14.5;16346.0;2796911;584.4304663251709;94.2;9.967;0.4500
New Hampshire;2013;92.41;5.5;2626.0;1372706;191.3009777767417;60.3;5.25;0.4400
New Jersey;2013;88.4;9.9;25312.0;8974455;282.04498211869134;94.7;8.417;0.4800
New Mexico;2013;83.88;25.8;11274.0;2090974;539.1745664938924;77.4;6.9;0.4800
New York;2013;85.76;17.3;76363.0;21600460;353.5248786368439;87.9;7.817;0.5100
North Carolina;2013;85.49;14.7;31490.0;9888625;318.4467001226156;66.1;7.775;0.4800
North Dakota;2013;91.38;13.2;1951.0;747626;260.95935668368946;59.9;2.892;0.4600
Ohio;2013;88.55;14.9;32008.0;11692534;273.7473331272759;77.9;7.383;0.4700
Oklahoma;2013;86.07;21.2;16664.0;3912634;425.90234609217214;66.2;5.117;0.4600
Oregon;2013;89.28;14.0;9032.0;3994787;226.0946578628597;81.0;7.75;0.4600
Pennsylvania;2013;88.96;11.2;42731.0;13471387;317.19822168274135;78.7;7.05;0.4700
Rhode Island;2013;86.48;9.3;2710.0;1058087;256.12260617510657;90.7;9.483;0.4800
South Carolina;2013;85.29;19.3;24083.0;4800816;501.6438872058417;66.3;7.425;0.4700
South Dakota;2013;90.66;13.3;2623.0;881153;297.6781557799837;56.7;3.7;0.4400
Tennessee;2013;85.79;15.5;37890.0;6509570;582.0660965317218;66.4;7.625;0.4800
Texas;2013;82.04;16.9;105893.0;26533703;399.0886609381284;84.7;6.317;0.4800
Utah;2013;90.68;12.2;6537.0;3102834;210.678366938096;90.6;4.192;0.4300
Vermont;2013;91.38;6.8;770.0;636093;121.0514814657605;38.9;4.417;0.4500
Virginia;2013;88.41;9.8;16343.0;8267614;197.6749277361038;75.5;5.525;0.4700
Washington;2013;89.35;12.2;19856.0;7011381;283.1967054707197;84.1;6.625;0.4600
West Virginia;2013;84.7;19.8;4755.0;1867615;254.6027955440495;48.7;6.708;0.4600
Wisconsin;2013;90.9;13.5;15697.0;5844023;268.5992166697496;70.2;6.667;0.4400
Wyoming;2013;92.71;11.4;1121.0;590427;189.86259097229632;64.8;4.717;0.4200
Alabama;2014;84.6;17.8;19603.0;4861676;403.2148584150816;59.0;6.767;0.4800
Alaska;2014;91.76;11.9;4656.0;740644;628.642100658346;66.0;6.742;0.4200
Arizona;2014;85.69;21.2;25838.0;6751280;382.71261153440537;89.8;6.817;0.4700
Arkansas;2014;85.36;18.4;13295.0;2996166;443.7337584099145;56.2;5.875;0.4700
California;2014;82.76;15.8;151562.0;38970399;388.9156998366889;95.0;7.567;0.4900
Colorado;2014;90.09;12.3;16295.0;5402555;301.6165499472009;86.2;4.95;0.4600
Connecticut;2014;89.86;8.6;8575.0;3688552;232.47605022241788;88.0;6.617;0.5000
Delaware;2014;88.46;11.0;4568.0;951985;479.83949326932674;83.3;5.617;0.4500
District of Columbia;2014;89.92;19.0;8199.0;658893;1244.3598581256745;100.0;7.717;0.5200
Florida;2014;86.78;16.7;91065.0;20007473;455.1549313598973;91.2;6.442;0.4800
Georgia;2014;85.26;16.8;37363.0;10166148;367.5236677648211;75.1;7.15;0.4800
Hawaii;2014;91.68;10.8;1770.0;1543705;114.65921273818508;91.9;4.225;0.4300
Idaho;2014;89.55;12.4;3415.0;1691496;201.8922894290025;70.6;4.408;0.4500
Illinois;2014;88.07;13.7;46838.0;12938060;362.0171803191514;88.5;7.158;0.4800
Indiana;2014;87.68;14.6;22042.0;6607982;333.56628392752884;72.4;5.95;0.4500
Iowa;2014;91.73;10.3;8226.0;3131021;262.72580094480367;64.0;4.258;0.4400
Kansas;2014;89.89;12.1;9721.0;2998407;324.2054864466365;74.2;4.525;0.4600
Kentucky;2014;84.78;20.0;9459.0;4450843;212.52153805470115;58.4;6.442;0.4700
Louisiana;2014;83.22;23.1;24037.0;4733799;507.7739887139272;73.2;6.242;0.4900
Maine;2014;91.66;14.6;1604.0;1376141;116.55782365324484;38.7;5.575;0.4600
Maryland;2014;89.38;9.8;26053.0;6167060;422.45413535785286;87.2;5.733;0.4500
Massachusetts;2014;89.71;13.6;25985.0;6756717;384.5802628702667;92.0;5.758;0.4900
Michigan;2014;89.51;14.8;42196.0;10410762;405.311349928084;74.6;7.225;0.4600
Minnesota;2014;92.05;8.3;12485.0;5688135;219.49197759898453;73.3;4.242;0.4500
Mississippi;2014;82.7;22.1;5263.0;2995404;175.70250957800684;49.4;7.6;0.4800
Missouri;2014;88.87;10.4;26850.0;6112392;439.2715650436032;70.4;6.167;0.4600
Montana;2014;89.08;12.0;3240.0;1087522;297.9250074941013;55.9;4.642;0.4500
Nebraska;2014;90.18;11.8;4918.0;1952916;251.82854766922893;73.1;3.233;0.4400
Nevada;2014;85.06;17.0;18031.0;2845845;633.590374739313;94.2;8.2;0.4400
New Hampshire;2014;91.76;7.2;2496.0;1376148;181.37584038926047;60.3;4.317;0.4400
New Jersey;2014;88.96;11.3;22970.0;8995276;255.35625588364385;94.7;6.683;0.4800
New Mexico;2014;83.87;20.0;11906.0;2091198;569.3387235450684;77.4;6.558;0.4800
New York;2014;85.89;14.0;75803.0;21699212;349.3352661838596;87.9;6.292;0.5100
North Carolina;2014;86.37;17.1;30285.0;9977797;303.52391414657967;66.1;6.117;0.4700
North Dakota;2014;90.15;9.7;1989.0;764102;260.3055612994077;59.9;2.667;0.4700
Ohio;2014;89.02;15.6;30886.0;11697114;264.0480378322379;77.9;5.817;0.4600
Oklahoma;2014;86.77;17.3;16039.0;3938416;407.2449431446551;66.2;4.342;0.4700
Oregon;2014;89.31;14.4;9335.0;4034781;231.36323879784305;81.0;6.642;0.4600
Pennsylvania;2014;89.23;12.5;40240.0;13489486;298.30639951737226;78.7;5.967;0.4700
Rhode Island;2014;86.22;11.3;2320.0;1061770;218.50306563568373;90.7;7.767;0.4800
South Carolina;2014;86.02;16.5;23740.0;4856207;488.85889748933687;66.3;6.3;0.4700
South Dakota;2014;90.66;12.8;2699.0;889873;303.3017070975297;56.7;3.342;0.4500
Tennessee;2014;85.96;17.3;39843.0;6563209;607.0658423341387;66.4;6.575;0.4800
Texas;2014;82.41;16.4;109238.0;27043226;403.93849461599;84.7;5.183;0.4800
Utah;2014;90.5;10.2;6234.0;3147155;198.0836660412341;90.6;3.625;0.4300
Vermont;2014;91.92;9.3;636.0;635974;100.00408821744286;38.9;3.908;0.4400
Virginia;2014;88.59;10.2;16500.0;8333504;197.9959450430455;75.5;5.067;0.4700
Washington;2014;89.71;12.0;19962.0;7106083;280.91425332352577;84.1;5.933;0.4500
West Virginia;2014;85.27;20.6;4796.0;1863569;257.3556439283976;48.7;6.492;0.4500
Wisconsin;2014;91.4;10.9;16325.0;5859379;278.6131431334276;70.2;5.367;0.4400
Wyoming;2014;92.01;9.7;1097.0;591789;185.3701234730622;64.8;4.358;0.4300
Alabama;2015;84.89;16.3;22117.0;4883134;452.9263378805497;59.0;6.083;0.4811
Alaska;2015;91.45;9.2;5365.0;743350;721.7326965763099;66.0;6.283;0.4322
Arizona;2015;85.69;17.2;29918.0;6848298;436.8676713542548;89.8;6.108;0.4702
Arkansas;2015;85.63;16.1;14877.0;2997795;496.2647545946271;56.2;4.95;0.4773
California;2015;82.9;13.9;166691.0;39315550;423.982368299566;95.0;6.217;0.4876
Colorado;2015;90.62;9.9;17280.0;5505856;313.84765602296903;86.2;3.7;0.4580
Connecticut;2015;90.08;9.1;7938.0;3682921;215.53544048324687;88.0;5.608;0.4916
Delaware;2015;88.54;11.1;4760.0;962461;494.5654940823576;83.3;4.808;0.4523
District of Columbia;2015;90.39;16.6;8538.0;672228;1270.1047858762206;100.0;6.883;0.5354
Florida;2015;87.16;16.2;93412.0;20388277;458.1652485886865;91.2;5.5;0.4872
Georgia;2015;85.77;18.1;36521.0;10475611;348.6288293828398;75.1;6.05;0.4801
Hawaii;2015;91.23;10.9;3530.0;1556738;226.7562043195451;91.9;3.417;0.4346
Idaho;2015;89.5;12.3;3575.0;1712771;208.7260935641717;70.6;3.908;0.4525
Illinois;2015;88.47;10.9;48850.0;12920809;378.0723018194913;88.5;5.992;0.4817
Indiana;2015;87.64;13.5;23112.0;6630731;348.5588542198439;72.4;4.8;0.4519
Iowa;2015;91.35;10.4;8488.0;3153349;269.1741383525896;64.0;3.717;0.4393
Kansas;2015;89.92;14.2;10857.0;3008206;360.912783233595;74.2;4.175;0.4596
Kentucky;2015;85.19;19.5;9881.0;4463784;221.35927724101344;58.4;5.25;0.4781
Louisiana;2015;84.44;18.6;24814.0;4806495;516.2597693329548;73.2;6.267;0.4909
Maine;2015;89.73;12.3;1642.0;1375892;119.34076221098748;38.7;4.392;0.4523
Maryland;2015;89.53;9.6;26532.0;6202009;427.7968638871694;87.2;5.033;0.4524
Massachusetts;2015;90.15;11.5;25836.0;6805699;379.6230188846142;92.0;4.8;0.4848
Michigan;2015;89.7;12.8;41453.0;10318255;401.74428718809526;74.6;5.417;0.4667
